section_id,period_id,section_name,base_id,view_id,bu_id,narrative,key_drivers,narrative_confidence,status
121a01d918e16584,2026-06,Revenue,BUDGET,MTD,marsh,"Revenue increased by $10,187 (+1.2%) vs Budget. Key drivers: Advisory & Brokerage Fees (+4,380), Consulting Fees (+1,701), Data & Analytics Revenue (-1,217). 3 of 5 lines contributed positively.","[{'account_name': 'Advisory & Brokerage Fees', 'amount': 4380.0, 'direction': 'favorable'}, {'account_name': 'Consulting Fees', 'amount': 1701.0, 'direction': 'favorable'}, {'account_name': 'Data & Analytics Revenue', 'amount': -1217.0, 'direction': 'unfavorable'}]",0.7,AI_DRAFT
0814ec385d8a1102,2026-06,COGS,BUDGET,MTD,marsh,"COGS decreased by $431 (-0.1%) vs Budget. Key drivers: Direct Compensation (-1,102), Direct Technology Costs (+897), Other Direct Costs (-421). 2 of 4 lines contributed positively.","[{'account_name': 'Direct Compensation', 'amount': -1102.0, 'direction': 'unfavorable'}, {'account_name': 'Direct Technology Costs', 'amount': 897.0, 'direction': 'favorable'}, {'account_name': 'Other Direct Costs', 'amount': -421.0, 'direction': 'unfavorable'}]",0.7,AI_DRAFT
ab376dabab53f0d3,2026-06,OpEx,BUDGET,MTD,marsh,"OpEx decreased by $502 (-0.1%) vs Budget. Key drivers: Technology & Infrastructure (+1,657), Compensation & Benefits (-1,172), Professional Services (+646). 3 of 10 lines contributed positively.","[{'account_name': 'Technology & Infrastructure', 'amount': 1657.0, 'direction': 'favorable'}, {'account_name': 'Compensation & Benefits', 'amount': -1172.0, 'direction': 'unfavorable'}, {'account_name': 'Professional Services', 'amount': 646.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
54ab31d080a3c2cf,2026-06,Non-Operating,BUDGET,MTD,marsh,"Non-Operating increased by $110 (+0.8%) vs Budget. Key drivers: Interest Income (+33), Interest Expense (+20), Other Non-Operating (+2). 3 of 3 lines contributed positively.","[{'account_name': 'Interest Income', 'amount': 33.0, 'direction': 'favorable'}, {'account_name': 'Interest Expense', 'amount': 20.0, 'direction': 'favorable'}, {'account_name': 'Other Non-Operating', 'amount': 2.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
0fd6e6a7b2c74a10,2026-06,Profitability,BUDGET,MTD,marsh,"Gross Profit increased by $5,309 (+2.2%), margin 58.7%. EBITDA increased by $4,924 (+7.1%), margin 17.4%. Operating Income increased by $5,560 (+10.0%), margin 14.3%.","[{'account_name': 'Gross Profit', 'amount': 0, 'direction': ''}, {'account_name': 'EBITDA', 'amount': 0, 'direction': ''}, {'account_name': 'Operating Income', 'amount': 0, 'direction': ''}, {'account_name': 'Net Income', 'amount': 0, 'direction': ''}]",0.7,AI_DRAFT
6d000a5c906710ac,2026-06,Revenue,BUDGET,MTD,mercer,"Revenue decreased by $2,794 (-0.7%) vs Budget. Key drivers: Consulting Fees (-2,827), Advisory & Brokerage Fees (+1,495), Investment Income (+89). 2 of 5 lines contributed positively.","[{'account_name': 'Consulting Fees', 'amount': -2827.0, 'direction': 'unfavorable'}, {'account_name': 'Advisory & Brokerage Fees', 'amount': 1495.0, 'direction': 'favorable'}, {'account_name': 'Investment Income', 'amount': 89.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
94626a26619c2ab7,2026-06,COGS,BUDGET,MTD,mercer,"COGS increased by $45 (+0.0%) vs Budget. Key drivers: Subcontractor Costs (+488), Direct Compensation (-461), Direct Technology Costs (-131). 2 of 4 lines contributed positively.","[{'account_name': 'Subcontractor Costs', 'amount': 488.0, 'direction': 'favorable'}, {'account_name': 'Direct Compensation', 'amount': -461.0, 'direction': 'unfavorable'}, {'account_name': 'Direct Technology Costs', 'amount': -131.0, 'direction': 'unfavorable'}]",0.7,AI_DRAFT
caba380f3b1e68a0,2026-06,OpEx,BUDGET,MTD,mercer,"OpEx increased by $5,784 (+3.5%) vs Budget. Key drivers: Compensation & Benefits (+1,844), Technology & Infrastructure (+1,010), Occupancy & Real Estate (+115). 7 of 10 lines contributed positively.","[{'account_name': 'Compensation & Benefits', 'amount': 1844.0, 'direction': 'favorable'}, {'account_name': 'Technology & Infrastructure', 'amount': 1010.0, 'direction': 'favorable'}, {'account_name': 'Occupancy & Real Estate', 'amount': 115.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
4681f3dbef738f40,2026-06,Non-Operating,BUDGET,MTD,mercer,"Non-Operating increased by $9 (+0.1%) vs Budget. Key drivers: Interest Income (+28), Interest Expense (-24), Other Non-Operating (0). 2 of 3 lines contributed positively.","[{'account_name': 'Interest Income', 'amount': 28.0, 'direction': 'favorable'}, {'account_name': 'Interest Expense', 'amount': -24.0, 'direction': 'unfavorable'}, {'account_name': 'Other Non-Operating', 'amount': 0.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
501ae3960eecd63d,2026-06,Profitability,BUDGET,MTD,mercer,"Gross Profit decreased by $1,420 (-1.3%), margin 58.4%. EBITDA decreased by $4,265 (-12.6%), margin 15.8%. Operating Income decreased by $4,312 (-15.5%), margin 12.6%.","[{'account_name': 'Gross Profit', 'amount': 0, 'direction': ''}, {'account_name': 'EBITDA', 'amount': 0, 'direction': ''}, {'account_name': 'Operating Income', 'amount': 0, 'direction': ''}, {'account_name': 'Net Income', 'amount': 0, 'direction': ''}]",0.7,AI_DRAFT
78cd232d0583b145,2026-06,Revenue,BUDGET,MTD,mmc_corporate,"Revenue decreased by $2,088 (-2.2%) vs Budget. Key drivers: Investment Income (-1,712), Other Revenue (+635), Data & Analytics Revenue (+33). 2 of 3 lines contributed positively.","[{'account_name': 'Investment Income', 'amount': -1712.0, 'direction': 'unfavorable'}, {'account_name': 'Other Revenue', 'amount': 635.0, 'direction': 'favorable'}, {'account_name': 'Data & Analytics Revenue', 'amount': 33.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
4c8c328af06c7a84,2026-06,COGS,BUDGET,MTD,mmc_corporate,"COGS decreased by $962 (-2.4%) vs Budget. Key drivers: Direct Compensation (-418), Direct Technology Costs (-167), Subcontractor Costs (+125). 1 of 4 lines contributed positively.","[{'account_name': 'Direct Compensation', 'amount': -418.0, 'direction': 'unfavorable'}, {'account_name': 'Direct Technology Costs', 'amount': -167.0, 'direction': 'unfavorable'}, {'account_name': 'Subcontractor Costs', 'amount': 125.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
76598032fc99ca5f,2026-06,OpEx,BUDGET,MTD,mmc_corporate,"OpEx increased by $560 (+1.3%) vs Budget. Key drivers: Occupancy & Real Estate (+145), Technology & Infrastructure (+120), Compensation & Benefits (+57). 6 of 10 lines contributed positively.","[{'account_name': 'Occupancy & Real Estate', 'amount': 145.0, 'direction': 'favorable'}, {'account_name': 'Technology & Infrastructure', 'amount': 120.0, 'direction': 'favorable'}, {'account_name': 'Compensation & Benefits', 'amount': 57.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
b68995f35cd84e9c,2026-06,Non-Operating,BUDGET,MTD,mmc_corporate,"Non-Operating decreased by $46 (-0.5%) vs Budget. Key drivers: Interest Income (-31), Interest Expense (+11), Other Non-Operating (-3). 1 of 3 lines contributed positively.","[{'account_name': 'Interest Income', 'amount': -31.0, 'direction': 'unfavorable'}, {'account_name': 'Interest Expense', 'amount': 11.0, 'direction': 'favorable'}, {'account_name': 'Other Non-Operating', 'amount': -3.0, 'direction': 'unfavorable'}]",0.7,AI_DRAFT
b7d221cd7749681c,2026-06,Profitability,BUDGET,MTD,mmc_corporate,"Gross Profit decreased by $563 (-2.0%), margin 58.9%. EBITDA decreased by $829 (-9.5%), margin 16.8%. Operating Income decreased by $843 (-11.6%), margin 13.7%.","[{'account_name': 'Gross Profit', 'amount': 0, 'direction': ''}, {'account_name': 'EBITDA', 'amount': 0, 'direction': ''}, {'account_name': 'Operating Income', 'amount': 0, 'direction': ''}, {'account_name': 'Net Income', 'amount': 0, 'direction': ''}]",0.7,AI_DRAFT
0b65f24fbd78061a,2026-06,Revenue,BUDGET,MTD,oliver_wyman,"Revenue decreased by $18,289 (-8.4%) vs Budget. Key drivers: Consulting Fees (-8,506), Data & Analytics Revenue (-615), Advisory & Brokerage Fees (+473). 1 of 5 lines contributed positively.","[{'account_name': 'Consulting Fees', 'amount': -8506.0, 'direction': 'unfavorable'}, {'account_name': 'Data & Analytics Revenue', 'amount': -615.0, 'direction': 'unfavorable'}, {'account_name': 'Advisory & Brokerage Fees', 'amount': 473.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
abf8bd93de9a2eb9,2026-06,COGS,BUDGET,MTD,oliver_wyman,"COGS increased by $3,271 (+4.0%) vs Budget. Key drivers: Direct Compensation (+825), Subcontractor Costs (+404), Direct Technology Costs (+286). 4 of 4 lines contributed positively.","[{'account_name': 'Direct Compensation', 'amount': 825.0, 'direction': 'favorable'}, {'account_name': 'Subcontractor Costs', 'amount': 404.0, 'direction': 'favorable'}, {'account_name': 'Direct Technology Costs', 'amount': 286.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
708f3a7972e1e7e2,2026-06,OpEx,BUDGET,MTD,oliver_wyman,"OpEx decreased by $802 (-0.9%) vs Budget. Key drivers: Compensation & Benefits (-780), Technology & Infrastructure (+267), Travel & Entertainment (+141). 6 of 10 lines contributed positively.","[{'account_name': 'Compensation & Benefits', 'amount': -780.0, 'direction': 'unfavorable'}, {'account_name': 'Technology & Infrastructure', 'amount': 267.0, 'direction': 'favorable'}, {'account_name': 'Travel & Entertainment', 'amount': 141.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
63b6f75357c00ddc,2026-06,Non-Operating,BUDGET,MTD,oliver_wyman,"Non-Operating decreased by $98 (-1.3%) vs Budget. Key drivers: Interest Expense (-103), Interest Income (+53), Other Non-Operating (+1). 2 of 3 lines contributed positively.","[{'account_name': 'Interest Expense', 'amount': -103.0, 'direction': 'unfavorable'}, {'account_name': 'Interest Income', 'amount': 53.0, 'direction': 'favorable'}, {'account_name': 'Other Non-Operating', 'amount': 1.0, 'direction': 'favorable'}]",0.7,AI_DRAFT
3d76d99a0d863d26,2026-06,Profitability,BUDGET,MTD,oliver_wyman,"Gross Profit decreased by $10,780 (-15.6%), margin 58.0%. EBITDA decreased by $10,396 (-38.6%), margin 16.5%. Operating Income decreased by $10,379 (-43.6%), margin 13.4%.","[{'account_name': 'Gross Profit', 'amount': 0, 'direction': ''}, {'account_name': 'EBITDA', 'amount': 0, 'direction': ''}, {'account_name': 'Operating Income', 'amount': 0, 'direction': ''}, {'account_name': 'Net Income', 'amount': 0, 'direction': ''}]",0.7,AI_DRAFT
